"flux","G variance","E variance","G-by-E varicane","residual","G%","E%","GxE%","e%","h2"
"enzy1","1459.96429426831","20973.7174923066","0.000879248861945382","3185.13133118683","0.0569879735431418","0.818684170733039","3.43204358346947e-08","0.124327821403383","0.0621383231974138"
"enzy2","2759.73245549248","6335.65127523728","4831.47817464415","3577.84842951158","0.157656562302122","0.361939795291033","0.276010175673424","0.20439346673342","0.231939670725606"
"enzy3","3395.72360224265","8413.43531882496","8370.61952390363","5445.90888997359","0.132512488654773","0.328320376692954","0.326649561219336","0.212517573432936","0.206871288598382"
"enzy4","4808521.69467055","85745727.6840215","1138386.84081741","49538996.6365521","0.0340470587037058","0.607128346178725","0.00806042398431812","0.350764171133251","0.0447526189550328"
"enzy5","3652.84879697625","322869.460366224","25.1258957815695","42123.4540381888","0.00990815631231862","0.875766082743586","6.81526437932209e-05","0.114257608300303","0.0107256338102987"
"enzy6","2396.98875150047","26273.2244744094","2968.90921011391","5387.21360476531","0.0647374006669169","0.709582078158265","0.0801837159054379","0.14549680526938","0.0762023202296956"
"enzy7","1837.17249596458","31969.096997701","1367.96307532279","2652.48860749288","0.048568113725565","0.845145865235017","0.0361639347206577","0.0701220863187599","0.052271966621645"
"enzy8","90899.000630157","556994.013198104","1361060.13830995","441041.421630239","0.0371017150827159","0.227344998703963","0.555535980725231","0.18001730548809","0.0728011143489641"
