"24","TP isomerase","sucrose synthesis, gluconeogenesis, glycolysis","117.320207820618","0.655497038325407","-571.338895718358","+,d","77.1566390041494","1.40165659170245","-340.579022306597","+,d"
"38","Mal dehydrogenase","gluconeogenesis","13.8570202653641","0.0319622399413436","-3.79063077439946","+,-,d","6.34839143837103","0.0669171340882633","-4.60040401906547","-,d"
"56","Mal dehydrogenase","tricarboxylic acid cycle, glyoxylate cycle","21.4965803942604","0.231916228723821","-54.8852032074566","+,d","28.672963083584","0.614330125832717","-57.895277911041","+,d"
"260","TP/Pi translocator","transport","310.209147192802","1.00841905261089","-390.651453809349","+,d","184.086197413513","17.4431024566593","-267.090505998957","+,d"
"276","Di-/ri-carboxylate carrier","transport","12.435199812767","0.028530875824028","-2.43458939826781","+,-,d","14.5029547715172","0.0413574599757837","-2.60361402076815","+,-,d"
"277","Di-/ri-carboxylate carrier","transport","12.5543224299065","0.0292494956287828","-0.351060501783145","+,-,d","14.6244158878505","0.0401667787491594","-0.29480698241882","+,-,d"
"309","KG diffusion","transport","68.8599105812221","0.729021068203846","0.729021068203846","+","68.4249254843517","0.660927152317881","0.660927152317881","+"
"312","Glu diffusion","transport","68.8599105812221","0.729021068203846","0.729021068203846","+","68.4249254843517","0.660927152317881","0.660927152317881","+"
"335","Maintenance","maintenance","1481.96441628077","0.396824545405782","0.396824545405782","+","1435.93102607848","0.615899785797565","0.615899785797565","+"
"259","TP/Pi translocator","transport","2.6443858560794","0.00921891039044976","-6.93111288637621","-,d","1.94536385250105","0.0436762718673533","-7.03319042730914","-,d"
"272","Di-/ri-carboxylate carrier","transport","0.673891522951076","0.00613845514457044","-5.8983615662316","-,d","0.368962642630126","0.0068718443197756","-7.71156160325835","-,d"
"273","Di-/ri-carboxylate carrier","transport","1.63853282861245","0.0686978561622135","0.0686978561622135","-","1.86265500587391","0.125469591993841","-0.0843832506072447","d"
"275","Di-/ri-carboxylate carrier","transport","4.07793163730046","0.0459142271279613","-0.746036680136773","-,d","5.4506141601877","0.00459709264482534","-0.383147216776063","-,d"
"278","Di-/ri-carboxylate carrier","transport","0.178848861018684","0.0137816924596641","-4.51020503045237","-,d","0.151183772715639","0.0108999012183075","-4.47649821005161","-,d"
"308","OAA diffusion","transport","0.907631438788709","0.0517990026850786","-46.2045751633987","-,d","0.913015923314585","0.00272477242667082","-45.8869281045752","-,d"
"9","TP isomerase","Calvin-Benson cycle, glycolysis","6.97522183969355","0.510925761054621","-0.65138976968647","d","6.98836666720301","0.513206191524921","-0.433285820525533","d"
"126","Asp aminotransferase","aspartate synthesis","0.856986228105362","0.637644728823888","-331.265463209017","d","0.636956812408076","0.135382004340326","-329.157885091176","d"
"128","Asp aminotransferase","aspartate synthesis","0.864639066121141","0.636857680925478","-442.775805069181","d","0.646247603788161","0.0764080668604651","-439.977960083262","-,d"
"264","Dicarboxylate carrier","transport","0.394370534614437","0.394370534614437","-127.77609223301","d","0.346144370534614","0.346144370534614","-108.707524271845","d"
"265","Dicarboxylate carrier","transport","0.394370534614437","0.394370534614437","-127.77609223301","d","0.346144370534614","0.346144370534614","-108.707524271845","d"
"267","Di-/ri-carboxylate carrier","transport","-0.0019909767461472","Inf","-2.95515362543121","d","-0.00148217485716695","Inf","-3.6762090430262","d"
"268","Di-/ri-carboxylate carrier","transport","-0.00178155755241763","Inf","-2.9882433708058","d","-0.00201972614462987","Inf","-3.73277267656398","d"
"269","Di-/ri-carboxylate carrier","transport","-0.00208934576256757","Inf","-2.9740354282941","d","-0.00265633109922596","Inf","-3.71290018024204","d"
"270","Di-/ri-carboxylate carrier","transport","0.312303664921466","0.312303664921466","-135.58124014076","d","0.860480231088644","0.860480231088644","-162.022206042956","d"
"271","Di-/ri-carboxylate carrier","transport","-0.159117172453282","Inf","-138.949530876311","d","-0.0522079364253119","Inf","-165.674250321948","d"
"311","Asp diffusion","transport","0.864639066121141","0.636857680925478","-442.775805069181","d","0.646247603788161","0.0764080668604651","-439.977960083262","-,d"
