"flux","G variance","E variance","G-by-E varicane","residual","G%","E%","GxE%","e%","h2"
"FW","0.0103206743723089","0.00363680409102658","0.00845183838185632","0.00760298033349284","0.343881519993706","0.121177131806142","0.28161251141612","0.253328836784031","0.469444031569988"
