raffinose,0.585802353,2.1812339775,0.5988830296,1.1663599636,1.5090006136,3.0080089558,1.1666316053,2.1632541034,1.0437189712,0.8223466831,0.6287225141,1.3002538357,0.9778519817,2.4356053892,0.643007788,2.0543403095,0.788778777,0.4970064961,5.0300301008,0.4530301104,0.9696340694,0.9666325968,1.3002538357,0.5687436266,1.1250895607,1.3002538357,1.3002538357,0.8457529037,1.1391818518,0.3804812354,0.7002910676,1.1137008884,1.600822868,0.7105661601,0.4269685269,0.8406896165,0.8079808962,1.1297618941,0.8973096271,1.3002538357,1.4159850653,2.3782649749,1.6549575408,0.7269767012,0.4653019962,0.7141257449,0.5078135668,0.8496420985,1.3805952094,0.558494959,2.5103988099,1.4245602556,1.356186493,1.3002538357,0.2671303226,1.4306245805,3.9486697254,2.7310671113,1.9161781558,1.3002538357,2.1633665434,1.0895767707,1.3002538357,0.4393554903,1.1082890816,1.0541592045,1.3002538357
"inositol, myo",0.980103575,1.4187235515,1.3636495109,1.3174694141,2.1852910975,1.7488586831,1.4382167173,1.4193935707,1.5806097616,1.4445967117,1.0075432021,1.131668236,1.2499987845,1.255309505,1.5456724387,2.1300904578,1.416624465,1.738457055,2.8102049088,1.3916015051,2.0285425543,1.2237058329,1.7047231216,1.3494868896,1.4647258395,1.5683499432,1.7803622432,1.173110072,1.6227937778,2.9007837527,0.9817486135,1.3169826179,2.6291455241,2.3109986075,1.2980104655,1.1872836101,2.2379473692,1.4687047516,1.4484814015,1.5384482614,1.1145824904,2.1464790009,1.7692750576,1.74087021,1.6507256051,2.1854524753,1.5944623627,1.4506310946,1.8471215022,1.1758077074,1.5868469341,1.4252064942,1.3075217368,1.6609331656,1.0688549003,2.8762685479,2.3744869823,2.619123313,1.5944650358,1.5969912289,1.3124462723,1.511096751,2.3124439777,1.7790342717,2.2590793633,1.5244576217,1.7471197742
erythritol,1.0768480791,0.9143844708,1.4446127573,1.0660733134,1.0463183301,1.0777290872,0.9299949941,1.5245368708,1.0491337109,1.0737811338,1.3098120714,1.5868891197,0.9008103818,1.109045982,0.791220311,1.1316330794,0.9780947355,0.6952851849,1.434247206,1.2384455929,1.0804038148,0.8261691707,1.1552537222,1.1349981131,1.316815232,1.3510898641,1.2637018263,1.0764723322,0.9600064519,1.1063185932,0.9257242382,1.1473952601,0.8397749817,0.9340210675,1.043758269,0.8203223349,1.0678145717,0.9548484922,1.16269349,1.353617435,0.8868042467,0.8309329606,0.997375313,0.9491709049,1.0467561022,0.9634662113,0.8078296614,1.8801360715,1.0623119888,1.0398883744,0.9629041909,0.9197830601,0.8597490721,0.8604054179,1.001424426,1.020492926,1.18119174,1.1503170843,1.354131429,1.327462547,1.0037956292,0.8842077327,1.2428226422,1.4365890987,0.9392602913,1.1107826014,1.0734897493
aa,23.3553752183,30.2734710186,27.1666369021,22.2984285898,29.6068073601,30.315912454,25.5122328071,27.5084868489,29.6172216697,31.5837403384,27.5253654443,34.9679347125,32.7625439022,25.9104074825,31.1776501348,32.3572515551,26.4180497979,30.7065464045,21.9368173146,23.3218941952,29.4349768477,28.7966457447,28.3154264637,17.7939537553,20.5595747774,29.4802049881,25.0948600655,25.943778628,29.6811703153,30.3522163717,31.7117483719,24.444123051,32.9546283756,29.8720167898,25.5621125296,29.963759161,24.6551344805,26.7986631212,34.8850044487,25.4399793715,25.9315461818,22.4416763324,32.7630683679,32.1000075198,37.7286254774,25.6117572822,34.3673333128,26.9243154394,28.8821143837,30.3297869447,33.0829846058,25.6364869287,25.9235388117,35.701627494,28.3057174464,30.4597178625,30.0140269038,27.8463326133,27.9173697782,28.6764655997,22.551374128,18.094448787,30.3683242195,18.7841701078,31.023352756,23.7043259003,37.0202976887
alanine,1.1030396438,1.3524144819,0.9164558886,0.6530694512,0.9867701225,1.1658020262,0.7190265082,0.9701608304,1.1267784981,1.7193095594,1.5651977556,1.4215709562,1.052998104,0.8326630275,0.9260153711,2.1638841565,1.1830093098,1.5360515515,0.8714458584,1.1751066313,1.1487772967,0.9919441073,0.5243009368,1.2379960516,0.7858435213,0.7371728151,1.17102325,1.3206389651,1.1572371439,2.1709073444,0.9799927851,0.9421208137,1.5658004096,1.0926940675,0.8039079249,1.2305807629,1.5915726648,0.9174409347,1.4070325357,1.0699676962,0.9063042936,0.6808983981,1.4544770946,0.9912743972,0.9397131317,1.0764861903,1.255767843,1.7255107053,1.0215936893,1.3163461371,1.230309879,0.7110783329,0.9565678201,0.9195409094,0.8953611316,1.4303511632,1.4957501755,1.1668446265,2.0706707603,1.6159253164,0.9567015476,1.1038790764,1.2309624707,0.9577580708,1.2314201965,0.6319475979,1.7636767183
aspartic acid,2.8867017932,2.3903874592,1.7865632776,1.6911785198,2.635606503,3.6577079266,1.6680222734,2.4768440926,1.8932247853,6.1748645029,3.1847988742,2.6580984692,3.4121828507,3.9149111452,1.9333152066,2.3870638635,5.8650772755,3.0248830965,2.8913916151,3.3120202986,2.2486939995,1.7701714798,3.0404390236,2.4577428358,3.2602867299,1.7083343469,3.2838041397,2.575436848,3.0790831614,2.2407472505,3.0818675273,2.2157054392,2.6607902942,2.1366835529,2.0574472418,2.2212214962,2.5219708339,2.0917918736,2.4562403587,2.2286637026,3.0606480994,2.7746498695,2.0791390508,1.4815927694,3.2480028139,2.7087032179,2.6401644389,2.103243724,2.6869803094,2.4942950069,3.368545455,1.8360009961,2.8017369042,2.8930439898,2.3707997009,3.1870169436,3.244333749,2.0808256582,2.1907634059,4.2450166961,3.7414664719,2.7055199459,3.5778821965,2.4927236465,2.1488037578,1.1917478961,2.9601425538
glutamic acid,3.4225395956,3.5669020598,2.8215280619,3.092126497,3.2023679145,5.2549898236,3.9449245242,4.220035279,3.6263483741,6.7664758656,3.4233993421,5.5937178786,4.8160428691,4.5526273834,3.5029034948,2.8915083891,8.1983947073,3.3447988316,4.5458018584,5.0344638307,3.5985222945,4.2125392787,5.3028004548,4.9600648376,4.0383210367,2.2139741547,4.6534605916,4.5869801921,3.6680286032,2.9640209942,3.7398361307,4.2014700361,3.5596834804,3.1436053471,2.8513701032,2.9642694284,4.5222545516,3.7723606586,4.8206756565,3.4927993973,3.5217926318,3.5652006344,3.4826920944,3.4288871246,4.8489368807,4.2330695153,3.9762152243,3.7391854943,3.7712673281,3.6762448172,4.4211482757,2.6014478382,3.2569662241,3.9992904385,3.502612517,4.6722744469,4.2620971203,4.6015582626,2.7661170612,4.1264781094,4.9912406999,2.784498765,6.223487701,4.1975608705,4.0325387974,3.5832193171,2.9511550977
phenylalanine,1.7162325385,2.0436018501,1.4194111052,1.7255721623,2.0104973583,1.8172843928,1.8157740797,1.9527945424,1.5639590536,2.4885253115,2.2036465032,2.9818002989,1.3472886831,1.7436197157,1.937619894,1.9201981953,3.4242713493,2.0842073537,1.7518243943,2.1409968717,2.1366510534,1.816860213,1.1059631483,1.9260790045,1.6620974633,1.5548450275,2.1491419727,1.75395871,2.4973906993,2.0748553883,1.9642111156,1.9360017339,1.7958549953,2.3169197491,1.3189510045,0.8167585265,2.6456448101,2.2743359532,1.7142187899,1.7604244572,2.0806726553,2.4383333499,2.3127123436,1.42814795,2.4709579003,2.0385961055,1.7592439162,2.2188451665,1.867494431,1.9695670606,3.0629293703,1.8817468253,2.1255713867,2.6743710944,1.5510680497,2.0525403848,2.76943788,2.1704316853,2.9764265351,1.7430008542,1.7434271416,1.5670517034,2.8407782251,2.0413761554,2.2154740924,1.4183794341,1.4423744421
glycine,2.0112257338,6.503179754,2.185603213,0.8331524598,6.090786321,4.2718518647,1.5294381962,2.9965454517,4.3668738941,7.6517824558,2.4338933638,9.9863994941,12.9610918648,2.2660171998,4.4912167954,3.8064437651,7.0911711517,6.0134814548,1.2777022385,4.1528308458,8.5683619713,8.4900535427,2.427160029,2.5430299639,1.8213796805,6.593931496,3.5133771462,4.329788279,1.6620161241,9.4029406751,1.2628309003,2.3197174399,6.5648630893,7.4461173469,1.9414203811,8.3268206043,4.2535372216,2.5731606253,3.5911914831,6.0880946611,1.2647153522,1.2463681172,2.9163588401,4.1417843756,6.7064468249,1.1958375072,12.6030987907,1.7000592262,1.7841572333,2.0258838431,4.2676730391,4.842200421,1.63991425,5.88855669,4.1010133876,4.8168754237,3.354722576,2.1899499808,5.8694295596,7.1388805825,3.6950564768,1.9327709403,6.954934829,7.9642941257,3.4941218396,1.3537992031,10.1956072807
leucine,0.48186404,0.4904568888,0.7143307927,0.3660595678,0.6244075225,0.5457688737,0.4281608331,0.4745910227,0.5354471526,0.5469137561,0.533991204,0.6488309674,0.5583635811,0.3670658402,0.538390112,0.7589405649,0.4679747883,0.4898971838,0.6863512645,0.5180778527,0.4540964743,0.6889064735,0.3581554819,0.5105179595,0.648842792,1.153265475,0.4373258746,0.5994704969,0.4195174437,0.6271268431,0.5159277118,0.4345034737,0.5195027926,0.4932711829,0.465830408,0.4161693088,0.5686354464,0.6627967708,0.5658389541,0.7206769594,0.3728812682,0.3916217133,0.6880809882,0.5841175691,0.3915696272,0.5467057234,0.4813189205,0.6815678726,0.5429757557,0.7516514488,0.5134449593,0.4800849767,0.5607018512,0.3871839019,0.3700882628,0.4508385974,0.5382694155,0.7484620163,0.9432503494,0.6166644753,0.4051605892,0.5791303685,0.484836326,0.4625939944,0.5544020851,0.6576934895,0.8546286316
isoleucine,0.4763718406,0.4488301429,0.642843362,0.3688962339,0.7292512095,0.5649218173,0.4670162691,0.5425620522,0.5283725474,0.3975097747,0.5104812072,0.6643593358,0.5237231892,0.3870690153,0.6070975701,0.7299191197,0.4723547398,0.4285386257,0.5291156178,0.5410534226,0.5099055229,0.5545610931,0.4826648839,0.5693438533,0.5403727816,0.878526635,0.4401418186,0.5512528109,0.4844399956,0.81564346,0.5445790593,0.5195611885,0.5301839958,0.4930006178,0.4722337837,0.4890343722,0.6168813349,0.5316947996,0.5757597729,0.5250375801,0.4765589968,0.3535956305,0.4829009782,0.4022874288,0.4786512813,0.5613543729,0.5479182219,0.6347799956,0.5013105001,0.4941279991,0.48710392,0.5395770503,0.5070883176,0.4701677618,0.448856017,0.5022942953,0.5430760428,0.7396895426,1.071449325,0.727893239,0.3895728937,0.6047660224,0.5243788086,0.4936674975,0.5659875205,0.6874085564,0.9278751068
lysine,0.5237992912,0.4273945293,0.629208787,0.4948532554,0.633613093,0.5893838339,0.6827611724,0.5433190408,0.6328666566,0.5489334893,0.5658044506,0.5710999766,0.6146831683,0.5471590162,0.5465574735,0.6856131057,0.7172736858,0.4681714755,0.579761581,0.5282310892,0.5115533379,0.5165384554,0.7031013281,0.6931233404,0.520313235,0.5862999649,0.6522141498,0.6917312222,0.5347005017,0.51410269,0.4885002221,0.6780115285,0.7018613569,0.4598047924,0.4756498414,0.5113905909,0.6237543574,0.5710645187,0.5678396598,0.5023232835,0.5650856999,0.4146053471,0.6159008127,0.5253137101,0.5875636901,0.6035690727,0.4340936589,0.6162796348,0.5319139644,0.6833278316,0.6575397021,0.4541062691,0.43217136,0.5579746045,0.5612428542,0.6078700596,0.6305124639,0.6387429265,0.8514711509,1.0822274526,0.4797682058,0.5365123349,0.6719162992,0.5615387139,0.7010423362,0.5621814923,0.6638093487
methionine,0.804154,0.7822855586,0.5914655184,1.0435632208,1.1372152922,0.8771672422,1.1855646659,1.1723784088,0.9958202522,1.2561575405,0.7863023159,1.1275255524,1.2002840361,1.0307059635,0.7252167878,1.0702408759,0.8035141164,0.7048351079,0.9900584583,0.8576517681,0.777577309,1.5504967527,0.9909084728,1.4368095391,1.5820618675,1.7220097513,0.9128053841,0.9608869348,0.6384345816,0.6954021685,0.9435453879,1.204333124,0.9275116636,0.804149858,1.6643852026,0.6754536373,1.109386802,1.36206743,0.9615352737,0.9878673822,0.7922117416,0.9246155836,0.8088310792,0.715437443,1.6755204984,1.3949857439,0.7251190806,1.2649427594,0.9723822453,0.8645760766,0.7140738454,1.1935243114,0.8565900719,1.0107959809,1.1428973156,0.7863819772,0.8095045289,1.7710383518,1.8612051442,1.0445301894,1.1857595533,1.1741585432,1.4648631485,0.7558570565,1.1529552084,1.3104717757,0.9092454217
asparagine,3.0010850637,2.5121685754,3.0680077186,1.0187410564,1.7512098366,1.7212795865,3.9467577492,3.0935920479,3.242937785,2.3110202172,2.1885200935,3.1763774764,4.5378303074,3.5960438396,2.2705916925,2.9316970429,5.3969071582,1.6197281229,1.851412214,2.2879742278,1.8761669538,2.2094168927,5.5528637284,3.7839111558,1.6611348532,4.4700356582,4.3257135407,2.6217839692,1.6378067786,1.4009923479,2.4035224095,1.8370240878,3.630961835,2.2860388969,1.5917857488,3.8133382129,3.7394576004,1.6209735731,2.6012190049,2.3367941671,1.8768981335,2.090098199,3.5008732449,2.2153292201,1.2254249118,2.5168933891,3.0905222873,2.3599584375,2.8043369595,2.6390013294,3.3095399258,2.4273781426,1.4838471145,2.8233361106,3.1695226994,2.5271701686,6.7439095432,3.4645190321,2.4133708987,6.362511938,3.1861349653,1.0117975468,1.9437025542,1.0586375641,2.8784136656,2.3313346321,13.104745661
glutamine,2.1903085073,1.4752645576,2.1095631167,1.9457865981,1.3705326634,2.2720038461,1.4706171125,0.9782255494,1.6711519302,4.4110607913,2.369265543,7.2795142851,1.6877394192,1.6558938364,1.320097697,2.0865752632,5.314531101,2.9387565307,1.7461140304,2.0421530566,1.7513425068,2.1401635269,0.9605287983,2.8025322161,4.1992343365,1.6172581555,1.2954117028,1.8764558931,2.8034495233,1.7555904395,2.6350139856,2.0188301918,1.8389576034,1.9690657731,2.3836532087,1.7267580769,2.9782855755,1.7859009103,2.6039565498,1.2457642792,2.917901858,2.8360084172,3.7364815072,2.1539806619,2.4376726132,3.4139049286,1.6403203342,1.1686880358,1.4312712801,1.4597426854,2.9184215242,1.9200922789,2.0656479692,2.9317182947,3.1310432374,0.6054943749,1.0194214757,2.0238122541,3.8757512299,3.9188402825,2.4997175871,1.508844483,6.104345728,1.3642227167,3.0063545355,2.1596657736,12.7768788687
proline,5.3539957547,17.9038470186,7.3900350898,2.3762076003,8.5033785165,16.6896308242,5.2169323618,17.0294008786,7.4610405325,12.4150411148,7.8549967181,6.8594453974,6.9331034089,4.03505679,4.5493407072,6.9544143961,5.4475023029,17.3431344416,6.7420370316,4.3544494925,10.5033380842,7.5085176659,3.3062417293,8.6029029949,5.3585829928,7.9917555688,6.237470434,3.1001950033,13.5584710531,8.7115744576,9.3104717044,7.2402657363,12.9495529978,7.8104922537,2.9494176073,4.9417784708,13.3137073841,4.2471756318,17.2134153018,4.9292099952,6.2076731544,2.738717226,4.4109474878,2.5917598153,7.8300756131,6.7439689372,7.4345570492,11.5292597615,3.5839769967,4.0405480369,9.8148631777,2.1783090623,1.4275037519,2.5620445469,3.9259450114,10.57873421,4.8564927979,11.8932381832,4.6787627789,28.9243910515,7.6206408895,9.7521657275,12.0375922582,13.8927742518,5.331247794,5.9031145806,18.3522814271
arginine,3.5857747255,3.0668152728,8.8282894582,1.4807691445,3.2404700598,5.513018286,8.56708851,3.3971278268,4.617450035,6.9301249694,3.7312670464,5.6064190305,3.8324191818,3.6215396386,2.6171793856,7.8192592967,4.6383635962,2.9386820165,3.0087381614,4.7654238168,2.9042586904,5.200393493,11.553410587,5.6019812329,4.5864552901,4.7024506774,6.753666128,4.565075631,2.074690152,1.3271620766,7.6758846568,10.0386724798,3.7287199418,4.3796417334,4.6704816173,2.4638549034,4.0669474136,3.9653089285,6.7617405613,1.642346605,8.2288012441,2.1911953104,3.16180401,4.8213687097,4.5879860552,4.0830590873,2.0909865508,6.9623572339,3.109436434,2.9878681745,4.3517074198,2.6769101999,2.5767905605,3.9715067764,3.9401706775,3.9811825334,4.5975843649,0.8667730307,4.7707282802,10.0453303677,2.6784209597,1.8809769004,5.3016854877,3.2223558419,6.3931840314,2.142455092,9.0722009211
"serine, dl",1.9915477685,2.2729449379,4.399776016,2.2133023701,1.7279856652,2.4766962434,3.6021075307,3.4719399177,2.8073842421,2.8280896283,2.238735006,3.991196094,2.8875130423,2.2087136972,2.577796038,1.9181172087,1.4135559113,2.0206582617,2.337226369,3.0722586602,3.4943903736,4.4332399169,3.9132383639,4.8755669992,1.9423187935,1.085698601,3.4107620254,3.170773229,2.6236618026,2.0014489423,2.8284018921,2.8620491623,4.5264458929,2.3208945609,2.619603838,2.8389131891,1.9971682825,3.1524879193,3.8122951611,2.8996964623,2.0843687618,2.4808250834,1.8554923006,3.4496065813,2.8842906715,2.9591991835,3.528740661,2.2911772245,2.0299391996,2.0671160564,2.1131634543,3.1755091105,1.4027522727,3.0759014262,2.4898662008,3.483283716,2.1385512686,2.4374548261,3.7340109695,3.1607791635,2.3732901734,2.2241288002,1.4739817682,3.569234486,4.0293257,3.0978290383,3.7181197538
threonine,1.7049369256,1.521447242,1.6399354124,1.0327078667,1.8941465054,1.9064036047,1.2846363258,1.7803961671,1.7180868073,1.6424613683,1.7288154556,1.7161502355,1.3563196406,1.2430691912,1.6804740888,1.4892783387,0.8958978714,1.2783244089,1.446761503,1.7269092323,2.1593258148,1.766858302,1.9164541286,2.1234880365,1.335614615,1.3663743286,1.803195926,1.6236631426,1.8648383333,1.4546636105,1.8781621016,2.5936404104,1.8732648867,1.3954195247,1.2267360316,1.6876009619,1.6937946532,1.8296831588,2.1416104112,1.6138761816,2.0260495329,1.2550183935,1.4273651985,1.2640023051,2.8705824162,1.6903269157,1.7389522952,1.7362932045,1.2992641546,1.6975993555,1.7932171888,1.6105886697,0.7909859144,2.1923295822,1.3733273706,2.3927828497,1.5330809662,1.3376980816,1.8013552065,2.0041357864,1.2618813742,1.2905212517,1.2470424455,1.5977856915,2.8368211551,1.4059900925,2.4337895356
valine,0.9270947331,1.0602339864,0.9127721082,0.7573498358,1.0553774074,1.1497488387,0.8591225091,1.0608841853,0.862753585,1.1135868295,1.1138094645,1.1478310501,0.8313360057,0.7968206353,1.0369060885,0.9024154763,1.0651599975,0.9743855246,0.9643289842,0.9686089722,1.0481738214,1.2240194444,0.7971954666,1.1263387401,0.9178123474,1.0161980536,0.8523048408,0.8724327721,1.0344251681,1.4486714046,1.0253351653,0.984196441,1.1134242522,1.0165159044,0.9082718971,0.7766377878,1.3227303847,1.1545389002,1.1982964961,0.6986409975,0.8581446762,0.7197359437,1.050490843,0.9519831098,0.8773541291,1.0102929943,0.9344046983,1.3231481189,1.0354448354,1.2842421854,1.0249185945,0.942968873,1.0262290283,0.7985100138,0.8531231842,0.9386560726,1.064979844,1.1264798053,1.1454168434,1.1708332581,0.8777567931,0.9717673142,1.0406279934,0.9076939842,1.1225445397,0.9292523171,1.280076368
