nr_vmax,NR_Vmax,134.455,195.56,217.992,152.078,214.498,164.984,183.0333333,125.886,175.932,184.562,140.26,143.97,197.132,193.184,184.998,168.752,151.6,178.39,141.672,162.34,195.46,167.978,187.186,151.562,131.122,178.268,70.98,172.34,180.662,177.264,162.304,181.094,220.828,116.692,147.894,163.456,111.035,191.106,166.304,171.108,166.416,181.704,230.16,121.102,135.058,190.22,180.668,151.13,182.608,180.456,214.668,57.67,117.416,128.568,100.836,129.192,175.586,165.552,199.742,143.858,203.684,178.824,202.256,160.624,168.862,156.386,190.666
agpase,AGPase,315.8633333,654.968,404.1975,635.55,518.896,416.314,498.2625,628.02,482.72,471.192,518.088,489.54,504.85,411.776,539.7266667,600,555.408,599.2,687.414,541.748,600.894,552.548,740.856,653.444,598.328,533.102,799.714,592.478,465.412,480.706,317.96,567.254,384.052,410.378,513.684,614.93,776.896,604.086,593.498,728.322,608.056,495.53,418.86,544.536,622.134,478.564,646.064,853.486,514.378,458.296,789.836,548.094,519.99,549.532,596.724,546.718,531.782,598.14,760.44,629.926,560.706,441.774,495.058,519.0433333,693.598,686.48,641.184
gs,GS,843.86,896.504,852.238,915.418,900.374,972.974,960.72,926.562,976.286,1070.416,754.372,818.874,913.894,1191.378,900.1706667,1062.61,877.62,1063.872,1060.262,1060.454,1064.604,912.516,1007.126,1065.62,942.184,889.956,983.912,887.666,961.974,904.628,642.56,735.008,901.694,774.33,718.552,1187.252,1108.496,917.112,1128.72,1101.918,1096.432,952.73,1212.436,971.09,836.478,941.635,1029.922,1246.44,1020.54,859.57,959.838,1053.896,979.534,842.218,999.652,860.62,892.442,1096.542,782.992,815.95,827.754,845.802,976.512,974.316,905.508,817.755,1133.034
nadmdh,NADMDH,45885.34667,75333.562,80450.626,77447.654,67878.406,73156.804,75769.615,72202.89,81874.816,66462.326,67275.508,74373.68,56803.404,80017.986,75190.68133,64657.77,64799.438,74060.24,73107.856,60266.678,95374.594,67484.76,78754.6,82097.528,72159.912,78475.38,79078.072,68815.112,58519.538,64329.658,53897.258,60754.526,65627.816,54410.426,68277.002,78554.38,66659.082,72676.602,70421.914,83548.45,70495.676,66147.664,57890.558,65098.694,64917.586,76221.768,64723.014,86942.994,82281.536,59875.884,83391.742,82574.116,74743.738,76432.388,66104.798,87261.436,73463.062,52667.21,87575.264,70058.874,65862.894,58980.804,70128.06,73929.866,74966.498,66667.252,68259.832
gogat,GOGAT,494.71,846.51,365.5425,807.58,763.77,612.738,742.4225,723.245,658.392,909.42,493.96,650.61,722.14,888.43,741.27,715.9425,704.392,882.596,690.504,850.246,640.756,813.584,883.112,788.37,644.95,701.856,694.2566667,684.412,509.764,715.9,832.05,723.11,557.466,555.65,681.064,664.354,724.456,708.582,664.328,746.108,752.4975,916.42,722.5825,671.065,519.962,813.11,572.346,1079.402,522.256,634.38,735.68,762.0625,570.6366667,508.535,777.97,522.224,533.912,698.556,936.364,534.426,663.11,555.498,668.016,659.75,630.94,703.7875,673.77
pepcx,PEPCx,331.5533333,432.694,410.27,433.452,384.494,238.284,450.515,372.858,439.908,420.408,321.05,355.778,351.216,620.432,502.3546667,423.636,379.408,437.6975,391.618,451.248,561.625,400.978,388.382,456.8475,481.2,431.912,460.348,402.936,355.316,384.532,334.244,371.78,327.804,387.735,329.855,414.23,336.18,489.528,473.082,491.622,402.532,312.316,385.14,348.122,447.95,392.834,457.31,498.682,480.316,419.088,529.758,454.998,337.474,434.316,450.502,507.04,487.84,365.932,467.298,315.26,512.956,355.688,391.004,405.54,440.296,317.634,484.568
nadgldh,NADGlDH,681.29,616.584,749.102,657.456,653.872,514.172,622.4525,759.032,821.096,638.11,620.126,566.176,676.698,860.942,816.472,602.098,590.632,650.882,672.518,701.644,604.79,816.276,644.422,883.66,538.436,774,605.264,659.85,644.858,719.88,670.5766667,663.29,632.144,646.174,641.264,658.406,701.58,747.808,809.496,677.292,492.966,602.208,924.72,453.382,656.508,670.158,704.418,839.324,927.244,670.464,614.762,755.388,568.962,680.608,677.478,669.978,676.31,576.746,692.416,682.746,559.478,571.358,708.944,784.16,691.946,581.488,532.704
fumarase,Fumarase,4155.216667,3849.474,5840.88,4488.938,5924.3,4515.45,3904.493333,5126.115,6002.918,5257.5025,4760.7,4591.944,8111.738,6809.845,7076.668667,5089.634,5165.3,5680.426667,3790.426,5940.086,5556.976,5942.456,6880.958,6300.164,7286.678,6226.8625,5835.91,5302.395,6791.36,7449.23,7350.533333,6558.156,6981.118,4258.394,5443.888,5277.118,6119.383333,6623.584,7017.578,5909.922,4876.074,5487.568,5015.85,4672.884,6379.714,5453.936667,6381.648,7305.484,6191.14,5796.556,6978.404,7350.54,4516.78,7190.77,5837.86,7456.444,9180.388,4624.926,5491.572,6331.634,5602.28,5757.058,4778.914,3970.146,6496.964,3357.79,5667.964
