"ID","Mean-Pearson","Mean-Spearman","SD-Pearson","SD-Spearman"
1,0.0699750574241201,0.269086844899392,0.262117939865369,0.200103440926891
2,0.0697981054045893,0.26842971851437,0.262392453518957,0.199952201515075
3,0.0698960100850977,0.269192660607958,0.262314417792755,0.200177186671009
4,-0.0105659954122727,-0.0571644457996734,0.191001355524246,0.187466250497952
5,0.0698847387855544,0.268975984067563,0.262220537917623,0.199835340460811
6,0.294215252463062,0.345956145303971,0.196467379257666,0.175768260439685
7,0.00598536237733868,-0.0587197408571065,0.211112775825372,0.199223733343411
8,0.0612884848823579,0.134303250387555,0.195050148620415,0.208811275093527
9,-0.08526985626768,0.102304724261246,0.2335048855217,0.218346314628409
10,0.10469997745474,0.206686256097435,0.226677261399565,0.184986037205683
11,0.10469997745474,0.206686256097435,0.226677261399565,0.184986037205683
12,0.0892431353908872,0.188375594299068,0.225781637683937,0.181903182547504
13,0.0794948367628161,0.167212878043369,0.225017399142405,0.180598305083615
14,0.0843937480703532,0.173084124103503,0.225444257891279,0.17953141322209
15,0.0752043882814425,0.164717506437284,0.22430520589588,0.185257198102445
16,0.0815013209092159,0.171260154316044,0.225107411976153,0.180083917672737
17,0.308085396820963,0.361857707509881,0.156989834743491,0.165240150484658
18,0.308085396820963,0.361857707509881,0.156989834743491,0.165240150484658
19,0.308085396820963,0.361857707509881,0.156989834743491,0.165240150484658
20,0.318780663104756,0.367883493318276,0.15394760185472,0.162114325006877
21,0.308076773800956,0.361880293619424,0.156994986813001,0.165213041607531
22,-0.192778939762419,-0.146256352343309,0.127017868866167,0.168382181635347
23,-0.192778939762419,-0.146256352343309,0.127017868866167,0.168382181635347
24,0.183494877524339,0.0352840459970196,0.213888380526129,0.212723694686436
25,0.35147374561013,0.356784302653868,0.18104011758204,0.180388074374915
26,0.361496597732379,0.37508281573499,0.18088148355792,0.179858830676303
27,0.361314104780441,0.375569358178054,0.180980277641619,0.179586306717547
28,0.361314104780441,0.375569358178054,0.180980277641619,0.179586306717547
29,0.271046343667614,0.311499153020892,0.169449495072456,0.166997531661017
30,0.271046343667614,0.311499153020892,0.169449495072456,0.166997531661017
31,0.301280948004481,0.367636928289102,0.1578567463642,0.154059095719127
32,0.278582234429537,0.300864859777903,0.194572436215782,0.192272177738204
33,0.303592128148383,0.374467344249953,0.157061560165218,0.157779638227176
34,0.0430809211270164,0.0665226802183324,0.185225365939161,0.187322975888688
35,0.0430809211270164,0.0665226802183324,0.185225365939161,0.187322975888688
36,0.376653817359444,0.399178497980798,0.17876289011926,0.176226460487929
37,0.376653817359444,0.399178497980798,0.17876289011926,0.176226460487929
38,-0.232601174843591,-0.240859213250518,0.21204732200763,0.184510508088021
39,0.339975202725884,0.368289857094488,0.18062846589177,0.170699613786821
40,0.339975202725884,0.368289857094488,0.18062846589177,0.170699613786821
41,0.339975202725884,0.368289857094488,0.18062846589177,0.170699613786821
42,0.262726793267809,0.193129117259552,0.197377640630405,0.180116392720568
43,0.262726793267809,0.193129117259552,0.197377640630405,0.180116392720568
44,0.0272969792578173,0.0652011244359609,0.239893749648509,0.219638611555136
