"ID","Mean-Pearson","Mean-Spearman","SD-Pearson","SD-Spearman"
1,0.272656020500203,0.232131564088086,0.174231405060326,0.184285794843623
2,0.272686616539104,0.23133069828722,0.174192816959596,0.183573696525399
3,0.272641934171053,0.23167325428195,0.174192250960562,0.183777508943741
4,0.259337827632482,0.199042913608131,0.180331552043054,0.165993713991949
5,0.272666956710843,0.233164878599661,0.174223422158806,0.183509539340666
6,0.223202260677439,0.269196310935441,0.140730224978293,0.179849055409063
7,0.248956430741655,0.205312441182006,0.177762920152145,0.166583069246033
8,0.197448741896606,0.117990777338603,0.186866731475427,0.174661857389492
9,-0.15530542132951,-0.0516911349520045,0.150884609304835,0.169486766936349
10,0.260674589013672,0.219114436288349,0.172426749613716,0.188901029502842
11,0.260674589013672,0.219114436288349,0.172426749613716,0.188901029502842
12,0.259498842883314,0.183831168831169,0.17394235785899,0.191493714577947
13,0.259537652310195,0.178577075098814,0.175085720467092,0.193753234993667
14,0.259531529500278,0.181560323734237,0.174507003518787,0.192268323725969
15,0.259466930960176,0.180453604366648,0.175576776210526,0.192218309625082
16,0.259514498464169,0.178358742706569,0.174861001322256,0.193017848145641
17,0.0740528591325381,0.0763608130999435,0.132928487854592,0.168542985142471
18,0.0740528591325381,0.0763608130999435,0.132928487854592,0.168542985142471
19,0.0740528591325381,0.0763608130999435,0.132928487854592,0.168542985142471
20,0.0844612285691116,0.0823696593261811,0.135709754211359,0.17095120472808
21,0.0740187825936928,0.0764991530208921,0.132920605151553,0.168475951597357
22,-0.00459547886613267,-0.0995586297760211,0.179809981216096,0.173867256691535
23,-0.00459547886613267,-0.0995586297760211,0.179809981216096,0.173867256691535
24,0.229207345612638,0.282049689440994,0.142607944374157,0.191438409261585
25,0.112416689905391,0.125827216261999,0.122371219666384,0.157820074585043
26,0.124430706179583,0.134286655373612,0.123349695388551,0.154099506946418
27,0.125334770728599,0.135814041031432,0.123409332999262,0.153851724690574
28,0.125334770728599,0.135814041031432,0.123409332999262,0.153851724690574
29,-0.165070959259985,-0.0925070581592321,0.143923280827251,0.160990802698092
30,-0.165070959259985,-0.0925070581592321,0.143923280827251,0.160990802698092
31,-0.213506363621195,-0.133681535855449,0.146631067604217,0.158972670418413
32,0.137340655180398,0.133668360624882,0.158549620592322,0.173410346941138
33,-0.195744942650926,-0.102066629023151,0.144443566224114,0.162593766761606
34,-0.0336706724168828,-0.0734283832109919,0.173588402565006,0.182703212301618
35,-0.0336706724168828,-0.0734283832109919,0.173588402565006,0.182703212301618
36,0.131811413648668,0.127025221155656,0.126414758341641,0.159661237973673
37,0.131811413648668,0.127025221155656,0.126414758341641,0.159661237973673
38,-0.0547358944605855,-0.0393986448334274,0.140428068793283,0.201027155850804
39,0.149246804539575,0.187087332956898,0.137167493108938,0.175958086185547
40,0.149246804539575,0.187087332956898,0.137167493108938,0.175958086185547
41,0.149246804539575,0.187087332956898,0.137167493108938,0.175958086185547
42,0.212954271148845,0.224984942593638,0.141182800310067,0.164281081007076
43,0.212954271148845,0.224984942593638,0.141182800310067,0.164281081007076
44,0.190154041359271,0.156528326745718,0.161339399465666,0.169779342384139
45,0.260460480444551,0.221288349331828,0.17235101523024,0.160992199614277
46,0.16500482425451,0.183360624882364,0.141792705739826,0.170255593368149
47,0.16500482425451,0.183360624882364,0.141792705739826,0.170255593368149
48,0.329348749693071,0.318226049313006,0.13868224650912,0.16973005264086
49,0.329348749693071,0.318226049313006,0.13868224650912,0.16973005264086
50,0.329348749693071,0.318226049313006,0.13868224650912,0.16973005264086
51,0.329348749693071,0.318226049313006,0.13868224650912,0.16973005264086
52,0.329348749693071,0.318226049313006,0.13868224650912,0.16973005264086
53,0.428574784382131,0.402413890457369,0.130892094955709,0.1605594894331
54,0.428574784382131,0.402413890457369,0.130892094955709,0.1605594894331
55,0.418139311406679,0.400839450404668,0.129933234302244,0.158797294391466
56,0.274880796654576,0.0317391304347826,0.260597375526037,0.188618310254084
57,0.209803842168533,0.22227178618483,0.143232212479733,0.165901523630143
58,0.209959835395479,0.222683982683983,0.143074103854509,0.165479826674081
59,0.209993956457507,0.222714097496706,0.143071961680509,0.165436227999643
60,0.209905380286122,0.223312629399586,0.143138639785879,0.165982828287471
61,0.18316974185319,0.209364765669113,0.133656684354205,0.156730397817313
62,0.18316974185319,0.209364765669113,0.133656684354205,0.156730397817313
63,0.183178788061006,0.209364765669113,0.133658408918244,0.156730397817313
64,0.183204756975175,0.209364765669113,0.133649429616694,0.156730397817313
65,0.184720578250102,0.205985319028797,0.134100816724818,0.15810031706358
66,0.180071585136385,0.206309053265575,0.133244416609596,0.151618037868731
67,0.180071585136385,0.206309053265575,0.133244416609596,0.151618037868731
68,0.180071585136385,0.206309053265575,0.133244416609596,0.151618037868731
69,0.180071585136385,0.206309053265575,0.133244416609596,0.151618037868731
