"ID","Mean-Pearson","Mean-Spearman","SD-Pearson","SD-Spearman"
1,0.117062847536405,0.100135516657256,0.170469142632519,0.17544941082334
2,0.117075123360919,0.100306794654621,0.170489611325143,0.175410307009612
3,0.117035455083821,0.100286090720873,0.170486440905177,0.175406989633539
4,0.13672287791962,0.201996988518728,0.166959012648331,0.170877797207702
5,0.11708796398415,0.100979672501412,0.170499543141732,0.175157468681204
6,0.106374680114598,0.130252211556559,0.175048690403931,0.183004791540533
7,0.145534867773959,0.216945228684359,0.163605089717448,0.172996874659992
8,0.145296048314999,0.223487671748541,0.168533031577563,0.174363090451712
9,-0.184421440168616,-0.150248447204969,0.142080479785653,0.152769667830059
10,0.101196075312934,0.0622764916243177,0.17583821318928,0.172895286219007
11,0.101196075312934,0.0622764916243177,0.17583821318928,0.172895286219007
12,0.102955812764388,0.0642236024844721,0.174607481384067,0.171350672633441
13,0.104712511925697,0.0673781291172595,0.174115219357031,0.174267097469961
14,0.103803141738716,0.0663081121776774,0.174369802494874,0.171093837390674
15,0.105460139206381,0.0687417654808959,0.173933063206275,0.17346456495645
16,0.104353430974811,0.064064558629776,0.174224722288192,0.174258963604257
17,0.0278078476352744,0.0731150009410879,0.181987832566024,0.201089706043822
18,0.0278078476352744,0.0731150009410879,0.181987832566024,0.201089706043822
19,0.0278078476352744,0.0731150009410879,0.181987832566024,0.201089706043822
20,0.0270404747794135,0.0797619047619048,0.180225982581203,0.204975585878334
21,0.0277772497710898,0.073051948051948,0.181985045115528,0.201048132906462
22,-0.153977817532009,-0.170758516845473,0.171877066644525,0.175329977492522
23,-0.153977817532009,-0.170758516845473,0.171877066644525,0.175329977492522
24,0.261757379058598,0.272399774138905,0.163537329767695,0.190293255457662
25,0.129584640216633,0.147452475061171,0.169568568887021,0.178178562258299
26,0.118695696014515,0.135128929041973,0.170560932058737,0.181470791312877
27,0.118414199725199,0.135289855072464,0.170590649189136,0.182177878418473
28,0.118414199725199,0.135289855072464,0.170590649189136,0.182177878418473
29,-0.15489993363999,-0.115519480519481,0.174180624982587,0.199399963166036
30,-0.15489993363999,-0.115519480519481,0.174180624982587,0.199399963166036
31,-0.248021302406797,-0.2183465085639,0.164712005633692,0.197351177712998
32,0.244499468713655,0.241515151515151,0.188755167694309,0.179669424307453
33,-0.23439840648949,-0.204608507434594,0.167002297843158,0.194395313841244
34,0.0660953765266511,-0.0572623753058536,0.269653367533868,0.205754482323509
35,0.0660953765266511,-0.0572623753058536,0.269653367533868,0.205754482323509
36,0.0983923158583206,0.109199134199134,0.172233241478699,0.184483811054862
