"flux","G variance","E variance","G-by-E varicane","residual","G%","E%","GxE%","e%","h2"
"X25","0.0424205164219156","0.117766933805208","0.0355385658509274","0.0345472482889295","0.184218157233882","0.511422522840194","0.154332140765984","0.150027179159941","0.231112273491483"
"X26","0.0372482384022655","0.127590919580151","0.0293878207855431","0.0321291615564707","0.164555900047061","0.563673330872661","0.129830013638783","0.141940755441495","0.200967249318564"
"X27","0.0371629679351355","0.127651535895453","0.0284333981549471","0.032970961475024","0.164278819929686","0.564283340225112","0.125689775467837","0.145748064377365","0.200574490967132"
"X28","0.0371629679351355","0.127651535895453","0.0284333981549471","0.032970961475024","0.164278819929686","0.564283340225112","0.125689775467837","0.145748064377365","0.200574490967132"
"X29","0.00389609065959688","0.0202408278515289","0.00519650960464632","0.00493437592829291","0.113695369991812","0.590666032334643","0.151644079613742","0.143994518059803","0.141604550476528"
"X30","0.00389609065959688","0.0202408278515289","0.00519650960464632","0.00493437592829291","0.113695369991812","0.590666032334643","0.151644079613742","0.143994518059803","0.141604550476528"
"X31","0.00245680923668407","0.0229293481621194","1.07347323500925e-09","0.00700131152997551","0.0758567815427764","0.707969722875078","3.31447079668341e-08","0.216173462437438","0.0886297111974332"
"X32","5.86259549326957e-05","7.2055716573553e-05","7.77236794616613e-05","6.43627584738407e-05","0.21492965234345","0.264164739496207","0.284944158687506","0.235961449472836","0.329278240384378"
"X33","0.00266079572832323","0.0219364071784785","0.00129113733278815","0.00621845989620505","0.0828732765977755","0.683232433182348","0.0402138278286007","0.193680462391276","0.098182887839793"
"X34","1.48413083115834e-08","3.94577438057745e-07","8.62285986908641e-07","2.69107568938299e-07","0.00963213253829555","0.256084039237092","0.559630777654325","0.174653050570287","0.0188688698763457"
"X35","1.48413083115834e-08","3.94577438057745e-07","8.62285986908641e-07","2.69107568938299e-07","0.00963213253829555","0.256084039237092","0.559630777654325","0.174653050570287","0.0188688698763457"
"X36","0.00791474221816852","0.0349007054879221","0.00608892497385917","0.00685171228199876","0.141952976497005","0.625953301989201","0.10920646559052","0.122887255923274","0.16793785815126"
"X37","0.00791474221816852","0.0349007054879221","0.00608892497385917","0.00685171228199876","0.141952976497005","0.625953301989201","0.10920646559052","0.122887255923274","0.16793785815126"
"X38","12.1844967166044","70.3503154900452","1.45438168844075e-07","34.5686934193617","0.104048949144058","0.600753282547729","1.2419625517269e-09","0.295197767066251","0.129542774416119"
"X39","0.287572671211861","1.14310763429392","0.237612000027126","0.253238756574827","0.149658091343276","0.594894174148838","0.123657641925647","0.131790092582239","0.180375821280714"
"X40","0.287572671211861","1.14310763429392","0.237612000027126","0.253238756574827","0.149658091343276","0.594894174148838","0.123657641925647","0.131790092582239","0.180375821280714"
"X41","0.287572671211861","1.14310763429392","0.237612000027126","0.253238756574827","0.149658091343276","0.594894174148838","0.123657641925647","0.131790092582239","0.180375821280714"
"X42","2.10500825423912","15.3885259963871","16.4220734191089","9.09482964472494","0.0489418007738187","0.357785852858871","0.381816006636785","0.211456339730526","0.080964444909791"
"X43","2.10500825423912","15.3885259963871","16.4220734191089","9.09482964472494","0.0489418007738187","0.357785852858871","0.381816006636785","0.211456339730526","0.080964444909791"
"X44","0.409763757471961","1.23161678847176","3.96690524998205","1.33179779747458","0.059043057905185","0.177464258448264","0.57159329518082","0.191899388465731","0.120249432546404"
"X45","20.8530701189362","25.2511589040562","114.690201423944","32.1630280982516","0.108070816625379","0.130863865509209","0.594380762934256","0.166684554931156","0.219378287225315"
"X46","0.108158070797256","0.480121601408569","0.0951709661387597","0.0977307466147885","0.138454490697933","0.614609629277762","0.121829536611026","0.125106343413279","0.165739113215474"
"X47","0.108158070797256","0.480121601408569","0.0951709661387597","0.0977307466147885","0.138454490697933","0.614609629277762","0.121829536611026","0.125106343413279","0.165739113215474"
"X48","0.000996604424150657","0.0145619697635295","0.000104051105624308","0.00521844395326721","0.0477276528506452","0.697376632948063","0.00498303532235982","0.249912678878932","0.0574983799289097"
"X49","0.000996604424150657","0.0145619697635295","0.000104051105624308","0.00521844395326721","0.0477276528506452","0.697376632948063","0.00498303532235982","0.249912678878932","0.0574983799289097"
"X50","0.000996604424150657","0.0145619697635295","0.000104051105624308","0.00521844395326721","0.0477276528506452","0.697376632948063","0.00498303532235982","0.249912678878932","0.0574983799289097"
"X51","0.000996604424150657","0.0145619697635295","0.000104051105624308","0.00521844395326721","0.0477276528506452","0.697376632948063","0.00498303532235982","0.249912678878932","0.0574983799289097"
"X52","0.000996604424150657","0.0145619697635295","0.000104051105624308","0.00521844395326721","0.0477276528506452","0.697376632948063","0.00498303532235982","0.249912678878932","0.0574983799289097"
"X53","0.000160290210981989","0.00340245450107004","6.03549187243976e-08","0.00116990824751294","0.0338685655206385","0.718922587315269","1.27527096432592e-05","0.247196094454449","0.04055172976434"
"X54","0.000160290210981989","0.00340245450107004","6.03549187243976e-08","0.00116990824751294","0.0338685655206385","0.718922587315269","1.27527096432592e-05","0.247196094454449","0.04055172976434"
