LINE,LOC,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337
1,1,122.54,245.08,490.16,228.92,105.03,59.088,220.2,303.12,63.643,64.997,64.997,32.018,31.752,63.77,31.641,95.411,1.2268,1.2268,1.2268,0.60629,0.61342,0.0071289,0.0071289,3.2322,1.8785,1.7804,1.7797,1.7797,0.71622,0.71622,0.61813,0.020998,0.61819,0.00074701,0.00074701,0.84042,0.84042,9.2643,-4.7378,-4.7378,-4.7378,-30.441,30.441,24.028,82.914,2.8058,2.8058,0.2834,0.2834,0.2834,0.2834,0.2834,0.11018,0.11018,0.10732,10.027,29.623,29.736,14.868,74.227,36.323,36.323,36.319,18.159,17.437,19.313,19.313,19.313,19.313,18.881,18.881,18.881,18.881,-359.51,359.51,-31.752,0.26522,0.26522,0.26522,0.26522,0.2644,0.2644,0.2644,0.11138,-2.2762,279.44,274.93,42.448,0.73039,0.73039,0.73039,0.73039,0.11018,0.11018,0.17322,2.9217,1.8014,1.8014,2.3435,3.8129,-1.8785,0.076782,0.076782,0.0016001,0.0049628,5.3216,5.3216,0.13128,0.13128,0.13128,0.13128,4.7378,1.9728,333.3,0.46741,0.17515,0.17515,0.17515,0.17515,0.17138,0.16629,0.16629,0.16629,0.24307,0.14624,3.0357,3.7777,-2.6837,0.06304,0.068236,0.06304,0.068236,6.0978,-18.488,-0.23806,0.0001788,-333.3,333.3,0.2566,6.3802,2.7904,2.7904,0.0047178,0.0023589,0.0047178,0.067346,0.067346,0.067346,0.067346,0.067346,0.067346,0.067346,0.067346,0.067346,0.067346,0.18196,0.79994,0.18196,0.18196,0.18196,0.18196,0.18196,0.61798,0.61798,0.61798,0.61798,0.32166,0.32166,0.32166,0.32166,0.32166,0.32166,3.5295,3.5295,0.20992,0.20992,0.20992,0.20992,0.20992,3.3196,3.3196,0.068236,0.068236,0.068236,0.068236,-0.069836,0.23018,0.23018,0.13507,0.0070387,0.0070387,0.21219,0.21219,0.21219,0.0070387,42.43,42.21,0.10246,0.10246,0.10246,3.2513,0.034222,0.034222,0.034222,0.034222,0.034222,0.034222,0.095114,0.29632,0.0047178,0.0047178,0.0047178,0.0047178,0.0047178,0.0047178,0.0047178,0.0047178,0.072064,0.072064,0.0017927,0.0017927,0.0017927,0.072064,0.072064,0.0050947,0.0050947,0.0050947,0.0050947,0.0050947,0.0020787,0.14152,1.1312,0.0017927,0.0050947,0.00093229,0.0015726,0.00093229,0.0008578,0.0016001,0.0016001,0.0016001,0.0016001,0.00093487,0.072064,1.7832,0.0015726,0.00093229,0.0008578,0.0016001,0.0016001,0.13128,5.3216,38.856,22.892,0.0047178,-0.0047178,0.0047178,-49.732,59.58,-1.3537,36.319,18.881,0.0071289,-3.9784,3.9784,4.5081,-54.196,-53.87,107.83,8.2972,8.3623,-44.982,29.605,28.938,-25.839,16.467,16.679,-37.014,0.0070387,0.23103,42.21,42.217,0.0050947,0.24307,0.068236,0.0050947,0.0050947,0.0050947,38.626,-86.214,14.868,18.159,58.816,-19.596,85.034,-32.794,-36.319,0.80834,-19.551,-0.06304,2.8535,-0.75081,0.2834,0.46741,36.319,-18.881,18.881,-21.565,-15.221,-0.46741,2.6837,15.221,-36.319,18.881,0.16629,3.9528,0.067346,0.18196,0.32166,0.20992,0.13507,19.313,3.0694,0.034222,0.095114,0.29632,-3.5062,980.31,43.952,35.67,0.029438,5.3216,0.13128,53.186,51.335,0.0023096,142.37
2,1,121.52,243.04,486.08,232.25,104.16,49.51,226.59,305.86,65.003,63.993,63.993,31.664,31.486,63.15,31.411,94.561,0.84277,0.84277,0.84277,0.41767,0.42139,0.003713,0.003713,0.16241,1.1723,1.1138,1.113,1.113,0.49162,0.49162,0.4258,0.023864,0.43317,0.00081329,0.00081329,0.52318,0.52318,-0.89927,-3.0724,-3.0724,-3.0724,-38.123,38.123,26.5,79.266,1.92,1.92,0.22264,0.22264,0.22264,0.22264,0.22264,0.090115,0.090115,0.087788,14.167,37.641,37.732,18.866,94.238,45.051,45.051,45.048,22.524,22.087,23.251,23.251,23.251,23.251,22.961,22.961,22.961,22.961,-356.54,356.54,-31.486,0.17875,0.17875,0.17875,0.17875,0.17818,0.17818,0.17818,0.074467,-1.5631,279.09,276.16,38.976,0.48591,0.48591,0.48591,0.48591,0.090115,0.090115,0.13252,1.8696,1.1214,1.1214,1.4612,2.3874,-1.1723,0.051177,0.051177,0.0009961,0.0030895,3.552,3.552,0.088264,0.088264,0.088264,0.088264,3.0724,1.2317,333.31,0.31445,0.11039,0.11039,0.11039,0.11039,0.11031,0.10714,0.10714,0.10714,0.15832,0.096875,3.7683,2.438,-3.5334,0.042407,0.045858,0.042407,0.045858,3.9858,-22.798,-0.16512,0.00012183,-333.31,333.31,0.1695,4.1703,1.7813,1.7813,0.0029369,0.0014685,0.0029369,0.045303,0.045303,0.045303,0.045303,0.045303,0.045303,0.045303,0.045303,0.045303,0.045303,0.12238,0.53809,0.12238,0.12238,0.12238,0.12238,0.12238,0.41571,0.41571,0.41571,0.41571,0.21637,0.21637,0.21637,0.21637,0.21637,0.21637,2.2765,2.2765,0.14111,0.14111,0.14111,0.14111,0.14111,2.1354,2.1354,0.045858,0.045858,0.045858,0.045858,-0.046854,0.15513,0.15513,0.090961,0.0031145,0.0031145,0.14631,0.14631,0.14631,0.0031145,38.96,38.811,0.068912,0.068912,0.068912,2.0895,0.023055,0.023055,0.023055,0.023055,0.023055,0.023055,0.064168,0.19935,0.0029369,0.0029369,0.0029369,0.0029369,0.0029369,0.0029369,0.0029369,0.0029369,0.04824,0.04824,0.001116,0.001116,0.001116,0.04824,0.04824,0.0031716,0.0031716,0.0031716,0.0031716,0.0031716,0.0012941,0.093938,0.62751,0.001116,0.0031716,0.00058037,0.000979,0.00058037,0.000534,0.0009961,0.0009961,0.0009961,0.0009961,0.00058198,0.04824,1.1152,0.000979,0.00058037,0.000534,0.0009961,0.0009961,0.088264,3.552,44.055,15.556,0.0029369,-0.0029369,0.0029369,-61.551,65.958,1.0099,45.048,22.961,0.003713,-3.0412,3.0412,2.9239,-46.999,-46.925,93.762,8.2427,8.232,-38.171,24.328,24.191,-23.488,14.56,14.592,-32.104,0.0031145,0.16201,38.811,38.814,0.0031716,0.15832,0.045858,0.0031716,0.0031716,0.0031716,46.503,-76.467,18.866,22.524,49.236,-23.474,85.228,-29.649,-45.048,0.4501,-23.416,-0.042407,1.8237,-0.53708,0.22264,0.31445,45.048,-22.961,22.961,-26.495,-18.868,-0.31445,3.5334,18.868,-45.048,22.961,0.10714,2.5484,0.045303,0.12238,0.21637,0.14111,0.090961,23.251,1.9672,0.023055,0.064168,0.19935,-1.9571,972.15,28.832,23.469,0.018326,3.552,0.088264,35.077,78.682,0.0014378,89.04
3,1,122.98,245.96,491.92,225.43,105.41,64.855,214.44,299.68,62.277,65.267,65.267,32.176,31.847,64.023,31.709,95.732,1.2444,1.2444,1.2444,0.6207,0.62219,0.0014914,0.0014914,5.3652,2.3751,2.2577,2.2529,2.2529,0.76028,0.76028,0.63017,0.04063,0.64289,0.0047938,0.0047938,1.059,1.059,18.42,-5.9426,-5.9426,-5.9426,-24.236,24.236,22.786,85.236,3.4665,3.4665,0.34114,0.34114,0.34114,0.34114,0.34114,0.13153,0.13153,0.12907,5.9209,23.166,23.301,11.651,58.118,30.877,30.877,30.871,15.436,14.504,16.904,16.904,16.904,16.904,16.368,16.368,16.368,16.368,-361.42,361.42,-31.847,0.32869,0.32869,0.32869,0.32869,0.32797,0.32797,0.32797,0.13809,-2.8099,279.78,274.03,46.084,0.94519,0.94519,0.94519,0.94519,0.13153,0.13153,0.20961,3.6979,2.2699,2.2699,2.7581,4.8203,-2.3751,0.095297,0.095297,0.0020163,0.0062536,6.7603,6.7603,0.16239,0.16239,0.16239,0.16239,5.9426,2.5246,333.27,0.57882,0.25919,0.25919,0.25919,0.25919,0.25467,0.24825,0.24825,0.24825,0.34355,0.18161,2.5023,4.8005,-2.0671,0.078074,0.084313,0.078074,0.084313,7.7576,-15.755,-0.24659,0.00025486,-333.27,333.27,0.31824,8.1499,3.5355,3.5355,0.0059448,0.0029724,0.0059448,0.083408,0.083408,0.083408,0.083408,0.083408,0.083408,0.083408,0.083408,0.083408,0.083408,0.22545,0.99092,0.22545,0.22545,0.22545,0.22545,0.22545,0.76547,0.76547,0.76547,0.76547,0.39847,0.39847,0.39847,0.39847,0.39847,0.39847,4.4505,4.4505,0.26015,0.26015,0.26015,0.26015,0.26015,4.1904,4.1904,0.084313,0.084313,0.084313,0.084313,-0.086329,0.28566,0.28566,0.16698,0.0098425,0.0098425,0.26236,0.26236,0.26236,0.0098425,46.11,45.837,0.12663,0.12663,0.12663,4.1061,0.042313,0.042313,0.042313,0.042313,0.042313,0.042313,0.11867,0.367,0.0059448,0.0059448,0.0059448,0.0059448,0.0059448,0.0059448,0.0059448,0.0059448,0.089352,0.089352,0.0022589,0.0022589,0.0022589,0.089352,0.089352,0.0064199,0.0064199,0.0064199,0.0064199,0.0064199,0.0026194,0.17566,1.5321,0.0022589,0.0064199,0.0011748,0.0019817,0.0011748,0.0010809,0.0020163,0.0020163,0.0020163,0.0020163,0.001178,0.089352,2.2573,0.0019817,0.0011748,0.0010809,0.0020163,0.0020163,0.16239,6.7603,34.97,28.927,0.0059448,-0.0059448,0.0059448,-41.079,54.762,-2.9901,30.871,16.368,0.0014914,-4.9682,4.9682,5.7457,-59.291,-58.99,118.04,7.4899,7.5514,-50.131,34.079,33.709,-27.284,17.931,17.861,-40.628,0.0098425,0.23675,45.837,45.847,0.0064199,0.34355,0.084313,0.0064199,0.0064199,0.0064199,33.808,-92.099,11.651,15.436,64.558,-17.245,83.729,-34.737,-30.871,1.0798,-17.151,-0.078074,3.6136,-0.91996,0.34114,0.57882,30.871,-16.368,16.368,-18.435,-13.016,-0.57882,2.0671,13.016,-30.871,16.368,0.24825,5.0597,0.083408,0.22545,0.39847,0.26015,0.16698,16.904,3.8806,0.042313,0.11867,0.367,-4.2238,983.84,53.249,43.046,0.037094,6.7603,0.16239,65.013,29.191,0.0029103,176.5
4,1,123.52,247.04,494.08,224.64,105.88,66.715,213.42,300.33,62.198,66.532,66.532,32.778,32.403,65.181,32.248,97.429,1.3513,1.3513,1.3513,0.67164,0.67564,0.003996,0.003996,6.4861,2.1517,2.0522,2.0504,2.0504,0.80375,0.80375,0.67637,0.055322,0.70434,0.0018749,0.0018749,0.96056,0.96056,26.993,-6.0592,-6.0592,-6.0592,-19.637,19.637,23.686,86.914,3.9567,3.9567,0.3857,0.3857,0.3857,0.3857,0.3857,0.14819,0.14819,0.14578,1.3806,18.49,18.642,9.3209,46.453,30.714,30.714,30.708,15.354,14.595,16.724,16.724,16.724,16.724,16.113,16.113,16.113,16.113,-362.82,362.82,-32.403,0.37444,0.37444,0.37444,0.37444,0.37364,0.37364,0.37364,0.15479,-3.2086,279.38,273.6,49.911,0.99875,0.99875,0.99875,0.99875,0.14819,0.14819,0.23751,3.6101,2.0589,2.0589,2.3931,4.4088,-2.1517,0.10621,0.10621,0.0018288,0.0056723,7.3737,7.3737,0.18605,0.18605,0.18605,0.18605,6.0592,2.2746,333.29,0.66208,0.21288,0.21288,0.21288,0.21288,0.21572,0.2099,0.2099,0.2099,0.31611,0.19705,2.6933,4.7818,-2.2066,0.089326,0.09672,0.089326,0.09672,7.995,-16,-0.26133,0.00022492,-333.29,333.29,0.35012,8.365,3.424,3.424,0.0053922,0.0026961,0.0053922,0.095428,0.095428,0.095428,0.095428,0.095428,0.095428,0.095428,0.095428,0.095428,0.095428,0.25771,1.1331,0.25771,0.25771,0.25771,0.25771,0.25771,0.87539,0.87539,0.87539,0.87539,0.45568,0.45568,0.45568,0.45568,0.45568,0.45568,4.4599,4.4599,0.29724,0.29724,0.29724,0.29724,0.29724,4.1626,4.1626,0.09672,0.09672,0.09672,0.09672,-0.098549,0.3255,0.3255,0.19097,0.0051297,0.0051297,0.30424,0.30424,0.30424,0.0051297,49.959,49.65,0.14487,0.14487,0.14487,4.0659,0.048145,0.048145,0.048145,0.048145,0.048145,0.048145,0.13453,0.41971,0.0053922,0.0053922,0.0053922,0.0053922,0.0053922,0.0053922,0.0053922,0.0053922,0.10082,0.10082,0.0020489,0.0020489,0.0020489,0.10082,0.10082,0.0058231,0.0058231,0.0058231,0.0058231,0.0058231,0.0023759,0.19165,1.0584,0.0020489,0.0058231,0.0010656,0.0017974,0.0010656,0.00098043,0.0018288,0.0018288,0.0018288,0.0018288,0.0010685,0.10082,2.0544,0.0017974,0.0010656,0.00098043,0.0018288,0.0018288,0.18605,7.3737,33.087,32.92,0.0053922,-0.0053922,0.0053922,-37.263,51.96,-4.3345,30.708,16.113,0.003996,-5.9261,5.9261,5.7806,-57.798,-57.805,115.35,4.8201,4.8446,-52.161,36.05,35.849,-22.982,17.165,17.26,-40.203,0.0051297,0.2562,49.65,49.655,0.0058231,0.31611,0.09672,0.0058231,0.0058231,0.0058231,33.448,-92.804,9.3209,15.354,65.843,-17.11,83.904,-34.191,-30.708,0.63689,-16.985,-0.089326,3.5134,-1.0478,0.3857,0.66208,30.708,-16.113,16.113,-18.32,-13.051,-0.66208,2.2066,13.051,-30.708,16.113,0.2099,4.9947,0.095428,0.25771,0.45568,0.29724,0.19097,16.724,3.8082,0.048145,0.13453,0.41971,-2.5673,988.17,54.787,44.641,0.033646,7.3737,0.18605,68.129,13.533,0.0026397,162.76
5,1,122.41,244.81,489.62,228.09,104.92,58.732,219.71,302.72,63.522,65.502,65.502,32.27,31.992,64.263,31.877,96.14,1.2393,1.2393,1.2393,0.61529,0.61963,0.0043387,0.0043387,3.6056,1.6261,1.5392,1.5373,1.5373,0.72962,0.72962,0.6275,0.038773,0.6427,0.0018856,0.0018856,0.71665,0.71665,13.91,-4.537,-4.537,-4.537,-28.26,28.26,24.961,83.009,3.0129,3.0129,0.37184,0.37184,0.37184,0.37184,0.37184,0.15293,0.15293,0.14942,7.4693,27.567,27.721,13.861,69.149,37.408,37.408,37.404,18.702,18.128,19.726,19.726,19.726,19.726,19.275,19.275,19.275,19.275,-359.63,359.63,-31.992,0.27813,0.27813,0.27813,0.27813,0.27735,0.27735,0.27735,0.11482,-2.4574,279.22,274.9,44.676,0.74966,0.74966,0.74966,0.74966,0.15293,0.15293,0.21891,2.694,1.5361,1.5361,1.96,3.3183,-1.6261,0.078541,0.078541,0.0013645,0.004232,5.5065,5.5065,0.13751,0.13751,0.13751,0.13751,4.537,1.7062,333.3,0.48917,0.17014,0.17014,0.17014,0.17014,0.17008,0.16574,0.16574,0.16574,0.24428,0.14764,3.1899,3.5774,-2.8276,0.065987,0.071519,0.065987,0.071519,5.9776,-19.225,-0.24997,0.0001678,-333.3,333.3,0.25954,6.2622,2.5565,2.5565,0.004023,0.0020115,0.004023,0.070495,0.070495,0.070495,0.070495,0.070495,0.070495,0.070495,0.070495,0.070495,0.070495,0.19051,0.83735,0.19051,0.19051,0.19051,0.19051,0.19051,0.64684,0.64684,0.64684,0.64684,0.3367,0.3367,0.3367,0.3367,0.3367,0.3367,3.3287,3.3287,0.21972,0.21972,0.21972,0.21972,0.21972,3.109,3.109,0.071519,0.071519,0.071519,0.071519,-0.072884,0.2414,0.2414,0.1413,0.0051495,0.0051495,0.22474,0.22474,0.22474,0.0051495,44.656,44.426,0.10748,0.10748,0.10748,3.0375,0.035958,0.035958,0.035958,0.035958,0.035958,0.035958,0.1001,0.31014,0.004023,0.004023,0.004023,0.004023,0.004023,0.004023,0.004023,0.004023,0.074518,0.074518,0.0015287,0.0015287,0.0015287,0.074518,0.074518,0.0043445,0.0043445,0.0043445,0.0043445,0.0043445,0.0017726,0.14362,0.73317,0.0015287,0.0043445,0.000795,0.001341,0.000795,0.00073148,0.0013645,0.0013645,0.0013645,0.0013645,0.0007972,0.074518,1.5403,0.001341,0.00079499,0.00073148,0.0013645,0.0013645,0.13751,5.5065,38.259,24.695,0.004023,-0.004023,0.004023,-48.684,58.453,-1.9795,37.404,19.275,0.0043387,-4.5595,4.5595,4.327,-52.935,-52.767,105.46,6.4639,6.4543,-45.473,30.695,30.474,-23.59,15.995,15.991,-36.393,0.0051495,0.24483,44.426,44.431,0.0043445,0.24428,0.071519,0.0043445,0.0043445,0.0043445,39.453,-84.996,13.861,18.702,58.1,-20.098,84.882,-32.069,-37.404,0.49368,-19.976,-0.065987,2.6225,-0.861,0.37184,0.48917,37.404,-19.275,19.275,-22.103,-15.79,-0.48917,2.8276,15.79,-37.404,19.275,0.16574,3.7475,0.070495,0.19051,0.3367,0.21972,0.1413,19.726,2.847,0.035958,0.1001,0.31014,-2.0114,979.25,42.535,34.755,0.025103,5.5065,0.13751,52.434,44.454,0.0019695,121.5
6,1,119.5,238.99,477.99,228.69,102.43,46.736,223.75,304.77,64.023,63.069,63.069,31.267,31.097,62.364,31.028,93.392,0.70449,0.70449,0.70449,0.3488,0.35225,0.0034442,0.0034442,-0.055965,0.89847,0.84671,0.84608,0.84608,0.41649,0.41649,0.3556,0.022588,0.36473,0.00062692,0.00062692,0.39228,0.39228,0.75739,-2.7011,-2.7011,-2.7011,-37.351,37.351,27.218,81.019,1.814,1.814,0.19859,0.19859,0.19859,0.19859,0.19859,0.079125,0.079125,0.077568,12.756,36.863,36.943,18.472,92.278,46.656,46.656,46.654,23.327,23.021,23.909,23.909,23.909,23.909,23.633,23.633,23.633,23.633,-357.85,357.85,-31.097,0.17038,0.17038,0.17038,0.17038,0.16987,0.16987,0.16987,0.069542,-1.4737,278.33,275.76,39.547,0.4675,0.4675,0.4675,0.4675,0.079125,0.079125,0.11947,1.5577,0.84084,0.84084,1.0905,1.8384,-0.89847,0.047502,0.047502,0.00074688,0.0023165,3.3919,3.3919,0.08392,0.08392,0.08392,0.08392,2.7011,0.95105,333.3,0.29906,0.11123,0.11123,0.11123,0.11123,0.11021,0.10783,0.10783,0.10783,0.15533,0.089896,3.9384,2.1025,-3.717,0.040342,0.043578,0.040342,0.043578,3.5861,-23.685,-0.1484,9.1443e-05,-333.3,333.3,0.15898,3.7657,1.4738,1.4738,0.0022021,0.0011011,0.0022021,0.043098,0.043098,0.043098,0.043098,0.043098,0.043098,0.043098,0.043098,0.043098,0.043098,0.11642,0.51184,0.11642,0.11642,0.11642,0.11642,0.11642,0.39542,0.39542,0.39542,0.39542,0.20582,0.20582,0.20582,0.20582,0.20582,0.20582,1.9448,1.9448,0.13426,0.13426,0.13426,0.13426,0.13426,1.8105,1.8105,0.043578,0.043578,0.043578,0.043578,-0.044325,0.148,0.148,0.086207,0.0042101,0.0042101,0.1372,0.1372,0.1372,0.0042101,39.54,39.398,0.065441,0.065441,0.065441,1.767,0.021864,0.021864,0.021864,0.021864,0.021864,0.021864,0.061796,0.1896,0.0022021,0.0022021,0.0022021,0.0022021,0.0022021,0.0022021,0.0022021,0.0022021,0.0453,0.0453,0.00083677,0.00083677,0.00083677,0.0453,0.0453,0.0023781,0.0023781,0.0023781,0.0023781,0.0023781,0.00097028,0.087694,0.3928,0.00083677,0.0023781,0.00043516,0.00073405,0.00043516,0.0004004,0.00074688,0.00074688,0.00074688,0.00074688,0.00043637,0.0453,0.84772,0.00073405,0.00043516,0.0004004,0.00074688,0.00074688,0.08392,3.3919,43.946,15.487,0.0022021,-0.0022021,0.0022021,-61.868,65.412,0.95444,46.654,23.633,0.0034442,-3.2472,3.2472,2.57,-44.413,-44.358,88.626,6.7271,6.6846,-36.891,24.237,24.118,-21.366,13.568,13.634,-30.37,0.0042101,0.14419,39.398,39.403,0.0023781,0.15533,0.043578,0.0023781,0.0023781,0.0023781,47.818,-72.84,18.472,23.327,46.247,-24.107,83.688,-28.174,-46.654,0.21372,-24.057,-0.040342,1.5142,-0.49765,0.19859,0.29906,46.654,-23.633,23.633,-27.35,-19.603,-0.29906,3.717,19.603,-46.654,23.633,0.10783,2.2137,0.043098,0.11642,0.20582,0.13426,0.086207,23.909,1.6505,0.021864,0.061796,0.1896,-0.69933,955.98,24.839,20.366,0.013741,3.3919,0.08392,31.042,76.791,0.001078,66.6
7,1,124.97,249.95,499.89,224.26,107.12,72.876,211.1,299.29,61.869,67.401,67.401,33.064,32.65,65.714,32.478,98.191,1.6872,1.6872,1.6872,0.82853,0.84361,0.015073,0.015073,8.1828,2.6514,2.5193,2.5173,2.5173,0.44033,0.44033,0.28704,0.059045,0.30818,0.0019266,0.0019266,1.1811,1.1811,31.355,-7.1306,-7.1306,-7.1306,-15.996,15.996,21.988,88.189,4.3287,4.3287,0.39972,0.39972,0.39972,0.39972,0.39972,0.15077,0.15077,0.14744,-0.14591,14.594,14.748,7.3741,36.716,25.315,25.315,25.308,12.654,11.642,14.34,14.34,14.34,14.34,13.666,13.666,13.666,13.666,-363.94,363.94,-32.65,0.41371,0.41371,0.41371,0.41371,0.41242,0.41242,0.41242,0.1722,-3.5026,279.94,273.06,51.306,1.1896,1.1896,1.1896,1.1896,0.15077,0.15077,0.24895,4.3287,2.5316,2.5316,3.2841,5.4113,-2.6514,0.11815,0.11815,0.0022487,0.0069744,8.4594,8.4594,0.20478,0.20478,0.20478,0.20478,7.1306,2.8348,333.29,0.7278,0.32546,0.32546,0.32546,0.32546,0.30326,0.2961,0.2961,0.2961,0.41425,0.23062,2.1826,5.6892,-1.6334,0.098185,0.1066,0.098185,0.1066,9.4076,-13.187,-0.276,0.00027917,-333.29,333.29,0.39848,9.8825,4.1239,4.1239,0.00663,0.003315,0.00663,0.10489,0.10489,0.10489,0.10489,0.10489,0.10489,0.10489,0.10489,0.10489,0.10489,0.28335,1.2457,0.28335,0.28335,0.28335,0.28335,0.28335,0.96236,0.96236,0.96236,0.96236,0.50093,0.50093,0.50093,0.50093,0.50093,0.50093,5.2678,5.2678,0.32712,0.32712,0.32712,0.32712,0.32712,4.9407,4.9407,0.1066,0.1066,0.1066,0.1066,-0.10885,0.35891,0.35891,0.21026,0.0082973,0.0082973,0.33289,0.33289,0.33289,0.0082973,51.371,51.03,0.16011,0.16011,0.16011,4.8341,0.053516,0.053516,0.053516,0.053516,0.053516,0.053516,0.14865,0.46144,0.00663,0.00663,0.00663,0.00663,0.00663,0.00663,0.00663,0.00663,0.11152,0.11152,0.0025193,0.0025193,0.0025193,0.11152,0.11152,0.0071598,0.0071598,0.0071598,0.0071598,0.0071598,0.0029213,0.22399,1.6173,0.0025193,0.0071598,0.0013102,0.0022101,0.0013102,0.0012055,0.0022487,0.0022487,0.0022487,0.0022487,0.0013138,0.11152,2.5223,0.0022101,0.0013102,0.0012055,0.0022487,0.0022487,0.20478,8.4594,30.727,36.683,0.00663,-0.00663,0.00663,-30.854,48.819,-5.5314,25.308,13.666,0.015073,-6.3256,6.3256,6.8788,-62.034,-61.867,123.63,5.3042,5.2874,-55.601,38.555,38.311,-25.015,18.424,18.419,-43.018,0.0082973,0.2677,51.03,51.038,0.0071598,0.41425,0.1066,0.0071598,0.0071598,0.0071598,28.68,-99.656,7.3741,12.654,72.16,-14.74,84.686,-36.416,-25.308,1.0332,-14.616,-0.098185,4.2221,-1.1275,0.39972,0.7278,25.308,-13.666,13.666,-15.3,-10.736,-0.7278,1.6334,10.736,-25.308,13.666,0.2961,6.0147,0.10489,0.28335,0.50093,0.32712,0.21026,14.34,4.5507,0.053516,0.14865,0.46144,-3.6857,999.79,64.544,52.54,0.04137,8.4594,0.20478,79.627,0.032824,0.0032457,202.44
